timestamp_arrival,truck_id,tons
2023-01-08 06:03:00,T20230108_0,19.21767813411442
2023-01-09 07:07:00,T20230109_0,17.18127850603294
2023-01-09 17:34:00,T20230109_1,19.026362615822073
2023-01-09 15:10:00,T20230109_2,22.209573500131235
2023-01-09 11:05:00,T20230109_3,17.703910624201335
2023-01-10 08:42:00,T20230110_0,23.6592421453988
2023-01-10 07:53:00,T20230110_1,24.379291809719113
2023-01-10 11:56:00,T20230110_2,14.285957311647511
2023-01-11 11:22:00,T20230111_0,21.89821904943185
2023-01-11 15:33:00,T20230111_1,22.942146223231553
2023-01-12 07:43:00,T20230112_0,15.750661902649009
2023-01-12 17:23:00,T20230112_1,21.666367466016673
2023-01-13 10:10:00,T20230113_0,20.189225880096696
2023-01-13 15:58:00,T20230113_1,23.828295950545883
2023-01-13 13:43:00,T20230113_2,24.043152268817213
2023-01-13 17:06:00,T20230113_3,15.857492839525836
2023-01-13 14:09:00,T20230113_4,14.935081883723104
2023-01-13 08:43:00,T20230113_5,14.02831029473956
2023-01-13 12:37:00,T20230113_6,16.88160654754477
2023-01-14 16:41:00,T20230114_0,24.36670363578731
2023-01-14 07:17:00,T20230114_1,24.13267095469838
2023-01-14 16:41:00,T20230114_2,23.56467653265028
2023-01-14 17:15:00,T20230114_3,13.564834637247031
2023-01-14 13:01:00,T20230114_4,20.976157818972933
