timestamp_arrival,truck_id,tons
2023-01-22 16:09:00,T20230122_0,15.902206994942315
2023-01-22 10:38:00,T20230122_1,21.32491628675939
2023-01-23 08:08:00,T20230123_0,22.602694390973966
2023-01-23 12:15:00,T20230123_1,19.32548919069418
2023-01-23 06:52:00,T20230123_2,26.80543215770995
2023-01-23 10:03:00,T20230123_3,21.21021498801811
2023-01-24 13:38:00,T20230124_0,23.209416847486022
2023-01-24 08:56:00,T20230124_1,22.33442648936128
2023-01-24 11:56:00,T20230124_2,18.57552980429761
2023-01-25 07:28:00,T20230125_0,11.905124639333975
2023-01-26 16:21:00,T20230126_0,14.75267023361094
2023-01-26 12:45:00,T20230126_1,22.76609503166783
2023-01-26 07:59:00,T20230126_2,15.46375324664458
