timestamp,sensor_id,unit,value,status_flag
2023-01-22 00:00:00,feed_rate_tph,tons/hr,24.912797223607303,True
2023-01-22 00:05:00,feed_rate_tph,tons/hr,27.990699685751466,True
2023-01-22 00:10:00,feed_rate_tph,tons/hr,24.887279414201842,True
2023-01-22 00:15:00,feed_rate_tph,tons/hr,18.961676952577943,True
2023-01-22 00:20:00,feed_rate_tph,tons/hr,24.47697418113361,True
2023-01-22 00:25:00,feed_rate_tph,tons/hr,18.015895796662658,True
2023-01-22 00:30:00,feed_rate_tph,tons/hr,22.34960126730475,True
2023-01-22 00:35:00,feed_rate_tph,tons/hr,21.04268680355459,True
2023-01-22 00:40:00,feed_rate_tph,tons/hr,22.59881673252962,True
2023-01-22 00:45:00,feed_rate_tph,tons/hr,18.057839722821445,True
2023-01-22 00:50:00,feed_rate_tph,tons/hr,18.42353073885562,True
2023-01-22 00:55:00,feed_rate_tph,tons/hr,21.28090344078297,True
2023-01-22 01:00:00,feed_rate_tph,tons/hr,21.985764459545265,True
2023-01-22 01:05:00,feed_rate_tph,tons/hr,21.402390418619166,True
2023-01-22 01:10:00,feed_rate_tph,tons/hr,27.059631215690615,True
2023-01-22 01:15:00,feed_rate_tph,tons/hr,24.00974079064491,True
2023-01-22 01:20:00,feed_rate_tph,tons/hr,23.959957585741556,True
2023-01-22 01:25:00,feed_rate_tph,tons/hr,21.65902756414137,True
2023-01-22 01:30:00,feed_rate_tph,tons/hr,18.667046584657704,True
2023-01-22 01:35:00,feed_rate_tph,tons/hr,22.868735989439568,True
2023-01-22 01:40:00,feed_rate_tph,tons/hr,28.34342485678491,True
2023-01-22 01:45:00,feed_rate_tph,tons/hr,23.637211546755363,True
2023-01-22 01:50:00,feed_rate_tph,tons/hr,26.348028532403685,True
2023-01-22 01:55:00,feed_rate_tph,tons/hr,26.772902260464786,True
2023-01-22 02:00:00,feed_rate_tph,tons/hr,24.781509459814067,True
2023-01-22 02:05:00,feed_rate_tph,tons/hr,23.813718497173845,True
2023-01-22 02:10:00,feed_rate_tph,tons/hr,20.241544051713,True
2023-01-22 02:15:00,feed_rate_tph,tons/hr,22.633045320004225,True
2023-01-22 02:20:00,feed_rate_tph,tons/hr,22.23113009213675,True
2023-01-22 02:25:00,feed_rate_tph,tons/hr,24.360985953134772,True
2023-01-22 02:30:00,feed_rate_tph,tons/hr,19.187710146293888,True
2023-01-22 02:35:00,feed_rate_tph,tons/hr,21.87864773912667,True
2023-01-22 02:40:00,feed_rate_tph,tons/hr,24.76484767631382,True
2023-01-22 02:45:00,feed_rate_tph,tons/hr,21.510376407546595,True
2023-01-22 02:50:00,feed_rate_tph,tons/hr,20.935422723003338,True
2023-01-22 02:55:00,feed_rate_tph,tons/hr,21.375117004289535,True
2023-01-22 03:00:00,feed_rate_tph,tons/hr,23.0007913473635,True
2023-01-22 03:05:00,feed_rate_tph,tons/hr,16.746116485682613,True
2023-01-22 03:10:00,feed_rate_tph,tons/hr,21.721367027745924,True
2023-01-22 03:15:00,feed_rate_tph,tons/hr,26.891203467080434,True
2023-01-22 03:20:00,feed_rate_tph,tons/hr,25.079091497630188,True
2023-01-22 03:25:00,feed_rate_tph,tons/hr,25.443460109861796,True
2023-01-22 03:30:00,feed_rate_tph,tons/hr,18.77750007171916,True
2023-01-22 03:35:00,feed_rate_tph,tons/hr,23.096509648196253,True
2023-01-22 03:40:00,feed_rate_tph,tons/hr,24.071268878736483,True
2023-01-22 03:45:00,feed_rate_tph,tons/hr,25.89301878085061,True
2023-01-22 03:50:00,feed_rate_tph,tons/hr,27.914718316125743,True
2023-01-22 03:55:00,feed_rate_tph,tons/hr,27.529698085678287,True
2023-01-22 04:00:00,feed_rate_tph,tons/hr,22.99387509908122,True
2023-01-22 04:05:00,feed_rate_tph,tons/hr,23.14810392618863,True
2023-01-22 04:10:00,feed_rate_tph,tons/hr,29.15817920762635,True
2023-01-22 04:15:00,feed_rate_tph,tons/hr,23.92948914715366,True
2023-01-22 04:20:00,feed_rate_tph,tons/hr,21.8504337189057,True
2023-01-22 04:25:00,feed_rate_tph,tons/hr,24.566244321626552,True
2023-01-22 04:30:00,feed_rate_tph,tons/hr,29.326003922214554,True
2023-01-22 04:35:00,feed_rate_tph,tons/hr,22.65441529720303,True
2023-01-22 04:40:00,feed_rate_tph,tons/hr,24.174269775713412,True
2023-01-22 04:45:00,feed_rate_tph,tons/hr,22.962989708708026,True
2023-01-22 04:50:00,feed_rate_tph,tons/hr,28.51600688840778,True
2023-01-22 04:55:00,feed_rate_tph,tons/hr,26.604331627209536,True
2023-01-22 05:00:00,feed_rate_tph,tons/hr,28.6129550301201,True
2023-01-22 05:05:00,feed_rate_tph,tons/hr,30.6254701291982,True
2023-01-22 05:10:00,feed_rate_tph,tons/hr,21.48971640034672,True
2023-01-22 05:15:00,feed_rate_tph,tons/hr,23.844639433848826,True
2023-01-22 05:20:00,feed_rate_tph,tons/hr,24.918017450120157,True
2023-01-22 05:25:00,feed_rate_tph,tons/hr,26.521959841017217,True
2023-01-22 05:30:00,feed_rate_tph,tons/hr,27.930324958406946,True
2023-01-22 05:35:00,feed_rate_tph,tons/hr,25.035738180514148,True
2023-01-22 05:40:00,feed_rate_tph,tons/hr,24.53197457177103,True
2023-01-22 05:45:00,feed_rate_tph,tons/hr,29.575664215129812,True
2023-01-22 05:50:00,feed_rate_tph,tons/hr,28.44200531783086,True
2023-01-22 05:55:00,feed_rate_tph,tons/hr,27.849478361392187,True
2023-01-22 06:00:00,feed_rate_tph,tons/hr,20.562723109656428,True
2023-01-22 06:05:00,feed_rate_tph,tons/hr,30.718196478062694,True
2023-01-22 06:10:00,feed_rate_tph,tons/hr,27.748194666101977,True
2023-01-22 06:15:00,feed_rate_tph,tons/hr,26.808376529667246,True
2023-01-22 06:20:00,feed_rate_tph,tons/hr,24.934202917338965,True
2023-01-22 06:25:00,feed_rate_tph,tons/hr,25.591157778666794,True
2023-01-22 06:30:00,feed_rate_tph,tons/hr,24.91462559631639,True
2023-01-22 06:35:00,feed_rate_tph,tons/hr,21.691830613278096,True
2023-01-22 06:40:00,feed_rate_tph,tons/hr,25.328851396768624,True
2023-01-22 06:45:00,feed_rate_tph,tons/hr,23.080792757823048,True
2023-01-22 06:50:00,feed_rate_tph,tons/hr,27.79257635907444,True
2023-01-22 06:55:00,feed_rate_tph,tons/hr,24.617303914342024,True
2023-01-22 07:00:00,feed_rate_tph,tons/hr,30.354487970296134,True
2023-01-22 07:05:00,feed_rate_tph,tons/hr,23.266268487583687,True
2023-01-22 07:10:00,feed_rate_tph,tons/hr,31.937410945363048,True
2023-01-22 07:15:00,feed_rate_tph,tons/hr,30.956322283692753,True
2023-01-22 07:20:00,feed_rate_tph,tons/hr,25.340383486114476,True
2023-01-22 07:25:00,feed_rate_tph,tons/hr,28.34816972901735,True
2023-01-22 07:30:00,feed_rate_tph,tons/hr,26.15894193105752,True
2023-01-22 07:35:00,feed_rate_tph,tons/hr,30.54815814088736,True
2023-01-22 07:40:00,feed_rate_tph,tons/hr,34.301352647293676,True
2023-01-22 07:45:00,feed_rate_tph,tons/hr,32.533491139305966,True
2023-01-22 07:50:00,feed_rate_tph,tons/hr,27.01468439371554,True
2023-01-22 07:55:00,feed_rate_tph,tons/hr,29.508353304720334,True
2023-01-22 08:00:00,feed_rate_tph,tons/hr,33.81678697170867,True
2023-01-22 08:05:00,feed_rate_tph,tons/hr,30.9072919589374,True
2023-01-22 08:10:00,feed_rate_tph,tons/hr,32.4481864272265,True
2023-01-22 08:15:00,feed_rate_tph,tons/hr,31.453751703860505,True
2023-01-22 08:20:00,feed_rate_tph,tons/hr,29.809868682450972,True
2023-01-22 08:25:00,feed_rate_tph,tons/hr,29.452496813390592,True
2023-01-22 08:30:00,feed_rate_tph,tons/hr,26.106714724288583,True
2023-01-22 08:35:00,feed_rate_tph,tons/hr,27.519211525007425,True
2023-01-22 08:40:00,feed_rate_tph,tons/hr,27.1871293029727,True
2023-01-22 08:45:00,feed_rate_tph,tons/hr,28.913017046116508,True
2023-01-22 08:50:00,feed_rate_tph,tons/hr,30.338800000626552,True
2023-01-22 08:55:00,feed_rate_tph,tons/hr,29.7880064491263,True
2023-01-22 09:00:00,feed_rate_tph,tons/hr,30.829571934295213,True
2023-01-22 09:05:00,feed_rate_tph,tons/hr,32.243343446408794,True
2023-01-22 09:10:00,feed_rate_tph,tons/hr,29.07099098927522,True
2023-01-22 09:15:00,feed_rate_tph,tons/hr,32.5972690451829,True
2023-01-22 09:20:00,feed_rate_tph,tons/hr,33.86170064650492,True
2023-01-22 09:25:00,feed_rate_tph,tons/hr,31.754925870901065,True
2023-01-22 09:30:00,feed_rate_tph,tons/hr,28.936506819439547,True
2023-01-22 09:35:00,feed_rate_tph,tons/hr,33.4690343836225,True
2023-01-22 09:40:00,feed_rate_tph,tons/hr,32.1341285299732,True
2023-01-22 09:45:00,feed_rate_tph,tons/hr,32.59808612911372,True
2023-01-22 09:50:00,feed_rate_tph,tons/hr,35.40077598801727,True
2023-01-22 09:55:00,feed_rate_tph,tons/hr,32.97543146843233,True
2023-01-22 10:00:00,feed_rate_tph,tons/hr,35.619927477499154,True
2023-01-22 10:05:00,feed_rate_tph,tons/hr,30.49977879999989,True
2023-01-22 10:10:00,feed_rate_tph,tons/hr,29.697262607721964,True
2023-01-22 10:15:00,feed_rate_tph,tons/hr,34.48271454456664,True
2023-01-22 10:20:00,feed_rate_tph,tons/hr,28.121146826997247,True
2023-01-22 10:25:00,feed_rate_tph,tons/hr,36.78412982695116,True
2023-01-22 10:30:00,feed_rate_tph,tons/hr,35.06318003884103,True
2023-01-22 10:35:00,feed_rate_tph,tons/hr,31.456880476632474,True
2023-01-22 10:40:00,feed_rate_tph,tons/hr,34.832437697648515,True
2023-01-22 10:45:00,feed_rate_tph,tons/hr,33.24818556745968,True
2023-01-22 10:50:00,feed_rate_tph,tons/hr,27.421630920615385,True
2023-01-22 10:55:00,feed_rate_tph,tons/hr,28.871350869130403,True
2023-01-22 11:00:00,feed_rate_tph,tons/hr,32.203908006749124,True
2023-01-22 11:05:00,feed_rate_tph,tons/hr,31.8496700564971,True
2023-01-22 11:10:00,feed_rate_tph,tons/hr,35.317717810600264,True
