timestamp,sensor_id,unit,value,status_flag
2023-01-15 00:00:00,feed_rate_tph,tons/hr,22.529075012143725,True
2023-01-15 00:05:00,feed_rate_tph,tons/hr,27.875607925557212,True
2023-01-15 00:10:00,feed_rate_tph,tons/hr,24.0785270522722,True
2023-01-15 00:15:00,feed_rate_tph,tons/hr,23.65763881006282,True
2023-01-15 00:20:00,feed_rate_tph,tons/hr,24.982455476698888,True
2023-01-15 00:25:00,feed_rate_tph,tons/hr,19.17028906041702,True
2023-01-15 00:30:00,feed_rate_tph,tons/hr,25.591317577683487,True
2023-01-15 00:35:00,feed_rate_tph,tons/hr,23.46096330325009,True
2023-01-15 00:40:00,feed_rate_tph,tons/hr,20.717175736898465,True
2023-01-15 00:45:00,feed_rate_tph,tons/hr,22.297730735374454,True
2023-01-15 00:50:00,feed_rate_tph,tons/hr,24.206150740108615,True
2023-01-15 00:55:00,feed_rate_tph,tons/hr,22.88754651907982,True
2023-01-15 01:00:00,feed_rate_tph,tons/hr,25.911827769766354,True
2023-01-15 01:05:00,feed_rate_tph,tons/hr,20.425244704698933,True
2023-01-15 01:10:00,feed_rate_tph,tons/hr,19.333070752525007,True
2023-01-15 01:15:00,feed_rate_tph,tons/hr,20.45273022446432,True
2023-01-15 01:20:00,feed_rate_tph,tons/hr,21.542376007494145,True
2023-01-15 01:25:00,feed_rate_tph,tons/hr,23.208480016210157,True
2023-01-15 01:30:00,feed_rate_tph,tons/hr,21.848184745721394,True
2023-01-15 01:35:00,feed_rate_tph,tons/hr,19.31966254497848,True
2023-01-15 01:40:00,feed_rate_tph,tons/hr,18.86244716518823,True
2023-01-15 01:45:00,feed_rate_tph,tons/hr,19.12890974950202,True
2023-01-15 01:50:00,feed_rate_tph,tons/hr,22.143404071442685,True
2023-01-15 01:55:00,feed_rate_tph,tons/hr,20.62142671729754,True
2023-01-15 02:00:00,feed_rate_tph,tons/hr,21.951454296931633,True
2023-01-15 02:05:00,feed_rate_tph,tons/hr,27.135428665031366,True
2023-01-15 02:10:00,feed_rate_tph,tons/hr,19.695724068343957,True
2023-01-15 02:15:00,feed_rate_tph,tons/hr,24.157190025278712,True
2023-01-15 02:20:00,feed_rate_tph,tons/hr,19.759422241365776,True
2023-01-15 02:25:00,feed_rate_tph,tons/hr,19.366207905672052,True
2023-01-15 02:30:00,feed_rate_tph,tons/hr,24.543785612644065,True
2023-01-15 02:35:00,feed_rate_tph,tons/hr,25.51532882290322,True
2023-01-15 02:40:00,feed_rate_tph,tons/hr,25.919893624955257,True
2023-01-15 02:45:00,feed_rate_tph,tons/hr,26.94961216091578,True
2023-01-15 02:50:00,feed_rate_tph,tons/hr,23.150416555491045,True
2023-01-15 02:55:00,feed_rate_tph,tons/hr,24.57426655071473,True
2023-01-15 03:00:00,feed_rate_tph,tons/hr,22.661961462410208,True
2023-01-15 03:05:00,feed_rate_tph,tons/hr,27.767011136509293,True
2023-01-15 03:10:00,feed_rate_tph,tons/hr,21.225894195199185,True
2023-01-15 03:15:00,feed_rate_tph,tons/hr,25.53537859587907,True
2023-01-15 03:20:00,feed_rate_tph,tons/hr,20.91179077427982,True
2023-01-15 03:25:00,feed_rate_tph,tons/hr,24.513317184884095,True
2023-01-15 03:30:00,feed_rate_tph,tons/hr,19.44126600005486,True
2023-01-15 03:35:00,feed_rate_tph,tons/hr,25.018890455996807,True
2023-01-15 03:40:00,feed_rate_tph,tons/hr,30.3412564879001,True
2023-01-15 03:45:00,feed_rate_tph,tons/hr,22.823974343169212,True
2023-01-15 03:50:00,feed_rate_tph,tons/hr,23.85513276666203,True
2023-01-15 03:55:00,feed_rate_tph,tons/hr,27.265629484471003,True
2023-01-15 04:00:00,feed_rate_tph,tons/hr,24.883815256584707,True
2023-01-15 04:05:00,feed_rate_tph,tons/hr,28.50191371734489,True
2023-01-15 04:10:00,feed_rate_tph,tons/hr,26.102859761839873,True
2023-01-15 04:15:00,feed_rate_tph,tons/hr,27.636278143241533,True
2023-01-15 04:20:00,feed_rate_tph,tons/hr,19.16506535514113,True
2023-01-15 04:25:00,feed_rate_tph,tons/hr,25.463505755524633,True
2023-01-15 04:30:00,feed_rate_tph,tons/hr,21.954438325544874,True
2023-01-15 04:35:00,feed_rate_tph,tons/hr,24.184208223376256,True
2023-01-15 04:40:00,feed_rate_tph,tons/hr,26.75712973644683,True
2023-01-15 04:45:00,feed_rate_tph,tons/hr,24.864600525940517,True
2023-01-15 04:50:00,feed_rate_tph,tons/hr,23.294248172883144,True
2023-01-15 04:55:00,feed_rate_tph,tons/hr,29.503247817331847,True
2023-01-15 05:00:00,feed_rate_tph,tons/hr,28.856974289060382,True
2023-01-15 05:05:00,feed_rate_tph,tons/hr,21.81471822483166,True
2023-01-15 05:10:00,feed_rate_tph,tons/hr,28.313422092860943,True
2023-01-15 05:15:00,feed_rate_tph,tons/hr,26.632643868229874,True
2023-01-15 05:20:00,feed_rate_tph,tons/hr,26.92608796291487,True
2023-01-15 05:25:00,feed_rate_tph,tons/hr,30.982083683613716,True
2023-01-15 05:30:00,feed_rate_tph,tons/hr,26.877318294307326,True
2023-01-15 05:35:00,feed_rate_tph,tons/hr,28.652691279295308,True
2023-01-15 05:40:00,feed_rate_tph,tons/hr,27.249912991799416,True
2023-01-15 05:45:00,feed_rate_tph,tons/hr,27.364264330972855,True
2023-01-15 05:50:00,feed_rate_tph,tons/hr,24.02770574276676,True
2023-01-15 05:55:00,feed_rate_tph,tons/hr,34.26352430302044,True
2023-01-15 06:00:00,feed_rate_tph,tons/hr,17.773251633241557,True
2023-01-15 06:05:00,feed_rate_tph,tons/hr,24.921455537712532,True
2023-01-15 06:10:00,feed_rate_tph,tons/hr,25.73002805182571,True
2023-01-15 06:15:00,feed_rate_tph,tons/hr,30.01955245396,True
2023-01-15 06:20:00,feed_rate_tph,tons/hr,23.15928143650896,True
2023-01-15 06:25:00,feed_rate_tph,tons/hr,26.96313022675016,True
2023-01-15 06:30:00,feed_rate_tph,tons/hr,29.9480319063232,True
