timestamp_arrival,truck_id,tons
2023-01-15 07:57:00,T20230115_0,9.802604230193237
2023-01-15 14:36:00,T20230115_1,16.852541141953825
2023-01-15 15:29:00,T20230115_2,10.949588451983011
2023-01-15 08:27:00,T20230115_3,12.582075359043303
2023-01-16 10:43:00,T20230116_0,19.704261932791752
2023-01-16 17:37:00,T20230116_1,18.48878933666689
2023-01-16 06:05:00,T20230116_2,15.027034369170561
2023-01-17 07:02:00,T20230117_0,25.206458497255873
2023-01-17 11:38:00,T20230117_1,22.45206128356428
2023-01-18 13:19:00,T20230118_0,15.565563263161856
2023-01-18 11:18:00,T20230118_1,18.899212624578805
2023-01-18 07:22:00,T20230118_2,23.83489031385529
2023-01-18 17:51:00,T20230118_3,22.29389091299079
2023-01-18 16:33:00,T20230118_4,18.020432372264317
2023-01-19 16:44:00,T20230119_0,25.845531642280953
2023-01-19 11:56:00,T20230119_1,20.32597204877719
2023-01-21 12:52:00,T20230121_0,21.681353464205888
